Name,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Off,Performance_PKcon,Performance_OG,Err
Bruno Méndez,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bryan Cristante,56.0,2.0,0.0,401.0,17.0,3.0,2.0,3.0
Bryan Fiabema,3.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0
Bryan Gil,18.0,0.0,0.0,80.0,28.0,0.0,0.0,0.0
Bryan Mbeumo,25.0,0.0,0.0,192.0,49.0,0.0,0.0,2.0
Bryan Zaragoza,9.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0
Bukayo Saka,24.0,0.0,0.0,176.0,60.0,0.0,1.0,1.0
Bénie Adama Traore,2.0,1.0,0.0,67.0,20.0,0.0,0.0,0.0
CJ Egan-Riley,19.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0
Caio Henrique Oliveira Silva,8.0,0.0,0.0,36.0,4.0,0.0,1.0,4.0
Caleb Ekuban,12.0,0.0,0.0,182.0,22.0,0.0,1.0,0.0
Caleb Okoli,23.0,0.0,0.0,44.0,0.0,2.0,0.0,7.0
Callum Hudson-Odoi,2.0,0.0,0.0,48.0,25.0,0.0,0.0,3.0
Callum Marshall,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Callum Wilson,45.0,1.0,0.0,450.0,147.0,0.0,0.0,0.0
Calum Chambers,33.0,1.0,0.0,170.0,1.0,3.0,0.0,6.0
Calum Scanlon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Bassey,13.0,3.0,1.0,60.0,2.0,1.0,0.0,6.0
Cameron Archer,7.0,0.0,0.0,55.0,37.0,0.0,0.0,0.0
Cameron Peupion,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Carl Starfelt,25.0,4.0,2.0,151.0,1.0,1.0,0.0,2.0
Carles Aleñá,40.0,2.0,1.0,197.0,13.0,1.0,0.0,1.0
Carles Pérez,13.0,0.0,0.0,111.0,12.0,0.0,0.0,0.0
Carlos Alcaraz,7.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0
Carlos Augusto,13.0,2.0,1.0,143.0,11.0,2.0,0.0,2.0
Carlos Baleba,10.0,1.0,0.0,44.0,0.0,0.0,0.0,3.0
Carlos Benavídez,15.0,1.0,0.0,96.0,3.0,2.0,0.0,0.0
Carlos Dominguez,5.0,0.0,0.0,26.0,0.0,1.0,3.0,0.0
Carlos Fernández,40.0,2.0,1.0,228.0,49.0,2.0,0.0,0.0
Carlos Neva,12.0,0.0,0.0,56.0,2.0,1.0,0.0,2.0
Carlos Romero,8.0,0.0,0.0,26.0,2.0,1.0,0.0,1.0
Carlos Soler,33.0,1.0,0.0,206.0,6.0,1.0,1.0,1.0
Carlos Vicente,3.0,0.0,0.0,37.0,17.0,0.0,0.0,1.0
Carlos Vinícius,21.0,0.0,0.0,128.0,72.0,0.0,1.0,0.0
Carlton Morris,46.0,1.0,0.0,340.0,58.0,0.0,1.0,0.0
Carmona,20.0,2.0,2.0,69.0,5.0,0.0,0.0,1.0
Carney Chukwuemeka,5.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0
Casemiro,100.0,4.0,2.0,480.0,24.0,4.0,0.0,12.0
Castello Lukeba,13.0,1.0,1.0,48.0,2.0,2.0,1.0,3.0
Catena,58.0,3.0,1.0,255.0,14.0,5.0,1.0,10.0
Cauley Woodrow,28.0,1.0,0.0,243.0,66.0,0.0,0.0,0.0
Cedric Zesiger,55.0,3.0,3.0,133.0,2.0,1.0,0.0,1.0
Cenk Özkacar,8.0,0.0,0.0,20.0,1.0,1.0,1.0,5.0
Cesare Casadei,4.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0
Chadi Riad,1.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0
Chancel Mbemba,28.0,1.0,0.0,130.0,3.0,1.0,2.0,3.0
Charalambos Lykogiannis,55.0,4.0,3.0,278.0,10.0,4.0,0.0,0.0
Charles De Ketelaere,7.0,0.0,0.0,85.0,35.0,0.0,1.0,0.0
Charles Sagoe Jr,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Charlie Goode,28.0,1.0,0.0,73.0,0.0,1.0,1.0,1.0
Charlie Taylor,36.0,0.0,0.0,155.0,6.0,0.0,1.0,6.0
Check Keita,12.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0
Cheick Doucouré,33.0,2.0,1.0,207.0,0.0,0.0,0.0,4.0
Cheick Konaté,6.0,0.0,0.0,28.0,0.0,1.0,0.0,2.0
Cheikh Tidiane Sabaly,11.0,0.0,0.0,119.0,25.0,1.0,0.0,0.0
Cheikhou Kouyaté,54.0,4.0,0.0,336.0,14.0,2.0,0.0,4.0
Chiedozie Ogbene,14.0,1.0,1.0,93.0,43.0,1.0,0.0,2.0
Chris Basham,80.0,3.0,1.0,409.0,24.0,3.0,0.0,2.0
Chris Bedia,27.0,2.0,0.0,286.0,46.0,1.0,0.0,0.0
Chris Führich,10.0,0.0,0.0,21.0,8.0,0.0,0.0,0.0
Chris Mepham,30.0,1.0,1.0,144.0,1.0,1.0,3.0,7.0
Chris Ramos,20.0,1.0,1.0,232.0,41.0,1.0,0.0,0.0
Chris Smalling,32.0,1.0,0.0,264.0,8.0,4.0,2.0,6.0
Chris Wood,11.0,0.0,0.0,419.0,187.0,1.0,1.0,0.0
Chrislain Matsima,6.0,0.0,0.0,28.0,1.0,4.0,0.0,2.0
Christian Dalle Mura,13.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0
Christian Eriksen,27.0,0.0,0.0,199.0,12.0,1.0,0.0,2.0
Christian Groß,64.0,2.0,2.0,135.0,3.0,2.0,0.0,4.0
Christian Kabasele,37.0,3.0,2.0,199.0,0.0,6.0,1.0,1.0
Christian Kouamé,24.0,1.0,0.0,167.0,52.0,0.0,0.0,0.0
Christian Kühlwetter,32.0,0.0,0.0,132.0,37.0,0.0,0.0,0.0
Christian Mawissa,4.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0
Christian Nørgaard,57.0,0.0,0.0,374.0,1.0,0.0,0.0,4.0
Christian Pulisic,12.0,0.0,0.0,122.0,34.0,0.0,0.0,1.0
Christoph Baumgartner,29.0,1.0,1.0,241.0,18.0,0.0,0.0,1.0
Christoph Klarer,28.0,1.0,0.0,117.0,6.0,4.0,1.0,1.0
Christoph Kramer,67.0,2.0,1.0,355.0,6.0,2.0,0.0,1.0
Christoph Zimmermann,33.0,0.0,0.0,93.0,3.0,4.0,1.0,4.0
Christophe Hérelle,45.0,4.0,0.0,168.0,3.0,5.0,2.0,7.0
Christopher Antwi-Adjei,22.0,1.0,1.0,124.0,73.0,0.0,0.0,1.0
Christopher Jullien,44.0,1.0,0.0,212.0,7.0,1.0,0.0,11.0
Christopher Lenz,20.0,0.0,0.0,121.0,3.0,0.0,0.0,1.0
Christopher Nkunku,12.0,0.0,0.0,171.0,53.0,0.0,0.0,2.0
Christopher Operi,29.0,2.0,0.0,162.0,16.0,4.0,2.0,2.0
Christopher Trimmel,84.0,3.0,0.0,319.0,8.0,5.0,0.0,3.0
Christopher Wooh,12.0,1.0,0.0,51.0,0.0,2.0,1.0,1.0
Christos Kourfalidis,6.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0
Chukwubuikem Ikwuemesi,2.0,0.0,0.0,39.0,9.0,0.0,0.0,0.0
Cimo Röcker,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciro Immobile,67.0,4.0,0.0,377.0,234.0,2.0,0.0,0.0
Clemens Riedel,16.0,0.0,0.0,34.0,0.0,0.0,1.0,1.0
Clinton Mata,54.0,2.0,1.0,288.0,11.0,3.0,1.0,2.0
Clément Lenglet,66.0,6.0,4.0,301.0,13.0,6.0,2.0,6.0
Cody Gakpo,11.0,0.0,0.0,131.0,55.0,1.0,0.0,1.0
Cole Palmer,13.0,0.0,0.0,27.0,7.0,0.0,0.0,2.0
Connor Roberts,32.0,2.0,1.0,165.0,27.0,6.0,0.0,8.0
Conor Bradley,24.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0
Conor Coventry,35.0,1.0,1.0,55.0,0.0,1.0,0.0,0.0
Conor Gallagher,60.0,2.0,2.0,304.0,8.0,0.0,0.0,1.0
Copete,24.0,3.0,0.0,111.0,2.0,5.0,0.0,5.0
Corentin Tolisso,20.0,2.0,0.0,240.0,7.0,1.0,0.0,2.0
Craig Dawson,72.0,2.0,0.0,404.0,15.0,7.0,0.0,9.0
Crespo,21.0,1.0,1.0,122.0,2.0,0.0,0.0,0.0
Cristhian Mosquera,4.0,0.0,0.0,33.0,0.0,2.0,0.0,3.0
Cristhian Stuani,111.0,4.0,1.0,856.0,141.0,0.0,0.0,0.0
Cristian Cásseres Jr.,2.0,0.0,0.0,53.0,0.0,1.0,0.0,1.0
Cristian Gamboa,37.0,1.0,0.0,138.0,5.0,2.0,1.0,4.0
Cristian Herrera,31.0,0.0,0.0,245.0,65.0,0.0,0.0,1.0
Cristian Romero,63.0,5.0,3.0,257.0,6.0,7.0,1.0,10.0
Cristiano Biraghi,80.0,2.0,0.0,279.0,14.0,0.0,1.0,6.0
Curtis Jones,8.0,1.0,0.0,58.0,9.0,0.0,0.0,1.0
Cyle Larin,26.0,2.0,1.0,204.0,120.0,2.0,0.0,0.0
Cyril Ngonge,19.0,0.0,0.0,119.0,33.0,1.0,0.0,1.0
Cédric Bakambu,33.0,1.0,0.0,327.0,65.0,0.0,0.0,0.0
Cédric Soares,53.0,1.0,0.0,142.0,9.0,1.0,0.0,6.0
César Azpilicueta,67.0,3.0,0.0,558.0,17.0,2.0,2.0,8.0
César Montes,11.0,0.0,0.0,40.0,3.0,1.0,0.0,0.0
César Tárrega,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
Daichi Kamada,16.0,0.0,0.0,206.0,47.0,1.0,0.0,1.0
Daiki Hashioka,12.0,0.0,0.0,86.0,9.0,2.0,2.0,1.0
Daler Kuzyaev,39.0,2.0,2.0,189.0,11.0,0.0,0.0,1.0
Daley Blind,30.0,0.0,0.0,284.0,3.0,3.0,0.0,9.0
Daley Sinkgraven,18.0,1.0,0.0,121.0,1.0,2.0,0.0,1.0
Damion Downs,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Damián Suárez,140.0,8.0,1.0,541.0,6.0,5.0,0.0,3.0
Dan Burn,77.0,1.0,0.0,373.0,21.0,4.0,5.0,6.0
Dan Ndoye,15.0,0.0,0.0,101.0,28.0,1.0,0.0,0.0
Dan Potts,40.0,2.0,1.0,143.0,16.0,3.0,1.0,1.0
Dan-Axel Zagadou,11.0,1.0,0.0,73.0,1.0,5.0,1.0,7.0
Dane Scarlett,7.0,0.0,0.0,49.0,21.0,0.0,0.0,0.0
Dango Ouattara,11.0,1.0,1.0,58.0,15.0,0.0,0.0,2.0
Dani Carvajal,93.0,3.0,2.0,387.0,19.0,5.0,0.0,8.0
Dani Ceballos,42.0,1.0,1.0,179.0,2.0,0.0,0.0,4.0
Dani García,114.0,2.0,0.0,428.0,1.0,6.0,0.0,4.0
Dani Olmo,14.0,0.0,0.0,67.0,6.0,0.0,0.0,1.0
Dani Rodríguez,59.0,0.0,0.0,437.0,30.0,1.0,0.0,2.0
Daniel Bandeira,6.0,0.0,0.0,36.0,0.0,0.0,1.0,0.0
Daniel Boloca,31.0,1.0,0.0,126.0,2.0,1.0,0.0,3.0
Daniel Gore,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Daniel Hausmann,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,5.0,0.0,0.0,34.0,14.0,0.0,0.0,0.0
Daniel Luna,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Daniel Maldini,4.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0
Daniel Muñoz,28.0,0.0,0.0,202.0,24.0,3.0,0.0,2.0
Daniel Samek,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Vivian,21.0,1.0,0.0,39.0,2.0,0.0,0.0,0.0
Daniele Rugani,24.0,0.0,0.0,147.0,4.0,3.0,0.0,2.0
Danilho Doekhi,11.0,3.0,2.0,136.0,0.0,5.0,0.0,2.0
Danilo,57.0,3.0,1.0,204.0,9.0,3.0,0.0,5.0
Danilo Cataldi,69.0,5.0,1.0,161.0,1.0,2.0,0.0,3.0
Danilo D'Ambrosio,74.0,3.0,1.0,405.0,22.0,3.0,0.0,1.0
Danilo Pereira,48.0,1.0,0.0,255.0,11.0,2.0,0.0,8.0
Danilo Soares,40.0,1.0,0.0,239.0,4.0,6.0,1.0,6.0
Danley Jean-Jacques,12.0,1.0,0.0,50.0,2.0,0.0,0.0,0.0
Danny Ings,30.0,0.0,0.0,232.0,65.0,1.0,0.0,2.0
Danny Welbeck,17.0,0.0,0.0,211.0,31.0,0.0,0.0,1.0
Danny da Costa,17.0,1.0,0.0,138.0,22.0,2.0,0.0,1.0
Dante,110.0,12.0,2.0,535.0,3.0,6.0,2.0,9.0
Dany Mota,11.0,0.0,0.0,123.0,45.0,0.0,0.0,0.0
Dara O'Shea,24.0,1.0,0.0,107.0,6.0,1.0,2.0,4.0
Darko Brašanac,68.0,1.0,0.0,221.0,20.0,1.0,0.0,0.0
Darko Lazović,24.0,3.0,1.0,94.0,70.0,2.0,0.0,1.0
Darlin Yongwa,20.0,3.0,2.0,136.0,10.0,4.0,0.0,0.0
Darwin Machís,34.0,4.0,0.0,293.0,66.0,1.0,0.0,0.0
Darwin Núñez,21.0,2.0,1.0,153.0,121.0,0.0,0.0,0.0
David Alaba,23.0,0.0,0.0,191.0,17.0,1.0,1.0,2.0
David Brooks,19.0,1.0,1.0,57.0,11.0,0.0,0.0,0.0
David Datro Fofana,3.0,0.0,0.0,65.0,33.0,0.0,0.0,0.0
David Deger,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
David García,74.0,3.0,1.0,383.0,3.0,6.0,1.0,4.0
David Jurásek,7.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
David López,63.0,3.0,1.0,326.0,10.0,5.0,1.0,14.0
David Okereke,21.0,1.0,0.0,107.0,50.0,1.0,0.0,0.0
David Ozoh,10.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
David Pereira da Costa,7.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0
David Raum,33.0,0.0,0.0,145.0,25.0,3.0,1.0,6.0
David Čolina,9.0,1.0,1.0,16.0,3.0,0.0,0.0,0.0
Davide Bettella,14.0,2.0,2.0,62.0,0.0,1.0,0.0,5.0
Davide Biraschi,39.0,6.0,2.0,229.0,1.0,2.0,3.0,1.0
Davide Calabria,37.0,6.0,3.0,166.0,9.0,2.0,1.0,6.0
Davide Faraoni,76.0,2.0,2.0,273.0,23.0,6.0,0.0,3.0
Davide Frattesi,21.0,0.0,0.0,148.0,5.0,1.0,1.0,3.0
Davide Zappacosta,30.0,0.0,0.0,192.0,34.0,0.0,0.0,1.0
Davie Selke,39.0,0.0,0.0,375.0,77.0,0.0,0.0,1.0
Davinson Sánchez,22.0,1.0,0.0,175.0,4.0,5.0,2.0,12.0
Davy Klaassen,41.0,0.0,0.0,287.0,19.0,0.0,1.0,2.0
Dawid Kownacki,34.0,0.0,0.0,122.0,24.0,0.0,0.0,0.0
Dayot Upamecano,43.0,7.0,4.0,243.0,6.0,9.0,0.0,17.0
Declan Rice,35.0,1.0,1.0,172.0,9.0,4.0,0.0,2.0
Deiver Machado,19.0,2.0,0.0,140.0,20.0,0.0,0.0,2.0
Deivid Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Kulusevski,23.0,0.0,0.0,238.0,32.0,2.0,0.0,2.0
Dejan Ljubicic,29.0,1.0,0.0,206.0,18.0,0.0,0.0,1.0
Dejan Lovren,59.0,8.0,0.0,268.0,4.0,2.0,1.0,5.0
Demba Seck,4.0,0.0,0.0,55.0,18.0,0.0,0.0,0.0
Dembo Sylla,5.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0
Denis Huseinbasic,11.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0
Denis Suárez,31.0,0.0,0.0,180.0,5.0,1.0,0.0,3.0
Denis Thomalla,11.0,1.0,0.0,183.0,26.0,1.0,1.0,0.0
Denis Zakaria,59.0,3.0,2.0,204.0,3.0,4.0,0.0,4.0
Deniz Undav,32.0,1.0,1.0,124.0,39.0,0.0,1.0,0.0
Dennis Geiger,33.0,1.0,0.0,183.0,2.0,2.0,0.0,3.0
Denzel Dumfries,50.0,3.0,1.0,384.0,23.0,4.0,2.0,2.0
Destiny Udogie,17.0,1.0,1.0,135.0,14.0,2.0,0.0,5.0
Detlef Osong,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devan Tanton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diadie Samassékou,31.0,2.0,1.0,217.0,0.0,2.0,0.0,1.0
Diego Carlos,58.0,6.0,3.0,313.0,10.0,8.0,2.0,14.0
Diego Coppola,15.0,0.0,0.0,50.0,0.0,1.0,0.0,1.0
Diego Llorente,57.0,4.0,2.0,194.0,5.0,5.0,1.0,13.0
Diego López,2.0,0.0,0.0,27.0,8.0,0.0,0.0,0.0
Diego Rico,68.0,2.0,1.0,215.0,14.0,6.0,0.0,1.0
Dilane Bakwa,11.0,1.0,0.0,87.0,20.0,0.0,0.0,0.0
Dimitri Foulquier,56.0,1.0,0.0,330.0,10.0,2.0,1.0,2.0
Dimitrije Kamenović,18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Dimitris Limnios,11.0,0.0,0.0,51.0,7.0,0.0,0.0,0.0
Diogo Dalot,24.0,1.0,1.0,134.0,8.0,2.0,0.0,3.0
Diogo Jota,44.0,2.0,1.0,336.0,38.0,0.0,0.0,2.0
Diogo Leite,19.0,1.0,0.0,154.0,2.0,7.0,0.0,4.0
Dion Drena Beljo,11.0,0.0,0.0,64.0,21.0,0.0,0.0,0.0
Dion Lopy,16.0,2.0,1.0,101.0,1.0,1.0,0.0,2.0
Dion Moise Sahi,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0.0
Divin Mubama,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
Divock Origi,6.0,0.0,0.0,162.0,43.0,0.0,0.0,0.0
Djed Spence,9.0,1.0,0.0,87.0,9.0,0.0,1.0,1.0
Djené,101.0,12.0,4.0,367.0,6.0,13.0,1.0,8.0
Djibril Sow,35.0,0.0,0.0,190.0,4.0,1.0,0.0,2.0
Dodi Lukebakio,27.0,1.0,1.0,198.0,82.0,4.0,0.0,0.0
Dodô,17.0,2.0,1.0,50.0,0.0,1.0,0.0,0.0
Domagoj Bradarić,21.0,0.0,0.0,64.0,5.0,1.0,0.0,2.0
Domenico Berardi,89.0,7.0,0.0,518.0,77.0,0.0,0.0,1.0
Domingos Duarte,63.0,8.0,3.0,207.0,10.0,10.0,1.0,3.0
Domingos Quina,15.0,2.0,1.0,95.0,7.0,0.0,0.0,0.0
Dominic Calvert-Lewin,31.0,0.0,0.0,272.0,104.0,0.0,0.0,1.0
Dominic Solanke,16.0,0.0,0.0,199.0,71.0,0.0,0.0,1.0
Dominik Kohr,97.0,7.0,5.0,470.0,3.0,1.0,0.0,2.0
Dominik Szoboszlai,13.0,2.0,1.0,126.0,20.0,1.0,0.0,1.0
Dominique Heintz,32.0,0.0,0.0,220.0,5.0,4.0,0.0,1.0
Donny van de Beek,16.0,1.0,0.0,93.0,12.0,0.0,0.0,0.0
Donyell Malen,16.0,0.0,0.0,79.0,42.0,0.0,0.0,1.0
Douglas,33.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0
Douglas Luiz,53.0,2.0,1.0,306.0,2.0,4.0,0.0,8.0
Duje Ćaleta-Car,43.0,5.0,0.0,159.0,5.0,4.0,0.0,6.0
Duván Zapata,27.0,0.0,0.0,386.0,124.0,0.0,0.0,2.0
Dušan Vlahović,20.0,2.0,1.0,157.0,105.0,0.0,0.0,1.0
Dwight McNeil,16.0,0.0,0.0,113.0,9.0,0.0,0.0,2.0
Dylan Bronn,50.0,4.0,3.0,251.0,3.0,4.0,1.0,4.0
Désiré Doué,8.0,0.0,0.0,37.0,2.0,1.0,0.0,0.0
Dženan Pejčinović,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
Eberechi Eze,15.0,0.0,0.0,145.0,29.0,1.0,0.0,2.0
Eddie Nketiah,12.0,1.0,0.0,112.0,30.0,0.0,0.0,0.0
Edimilson Fernandes,46.0,2.0,2.0,143.0,4.0,2.0,0.0,3.0
Edmond Tapsoba,22.0,1.0,0.0,133.0,10.0,4.0,2.0,5.0
Edoardo Bove,4.0,0.0,0.0,56.0,2.0,0.0,0.0,1.0
Edoardo Goldaniga,64.0,6.0,2.0,216.0,15.0,0.0,1.0,2.0
Edon Zhegrova,17.0,2.0,1.0,85.0,28.0,2.0,0.0,0.0
Edson Álvarez,31.0,2.0,0.0,138.0,9.0,2.0,0.0,4.0
Eduard Sobol,40.0,2.0,1.0,134.0,19.0,2.0,0.0,2.0
Eduardo Camavinga,34.0,0.0,0.0,237.0,5.0,1.0,0.0,3.0
El Bilal Touré,10.0,0.0,0.0,110.0,36.0,0.0,0.0,1.0
Elba Rashani,43.0,2.0,0.0,233.0,42.0,0.0,0.0,0.0
Eldor Shomurodov,11.0,0.0,0.0,147.0,37.0,0.0,0.0,0.0
Eli Junior Kroupi,1.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0
Elias Bakatukanda,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Baum,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
Eliesse Ben Seghir,1.0,1.0,0.0,29.0,5.0,0.0,0.0,0.0
Elif Elmas,24.0,0.0,0.0,101.0,7.0,0.0,0.0,0.0
Elijah Campbell,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Elio Capradossi,21.0,1.0,0.0,90.0,0.0,0.0,2.0,3.0
Eliot Matazo,5.0,1.0,0.0,45.0,0.0,1.0,0.0,1.0
Elliot Anderson,9.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0
Ellyes Skhiri,36.0,0.0,0.0,281.0,17.0,2.0,1.0,9.0
Elseid Hysaj,47.0,4.0,0.0,212.0,15.0,6.0,1.0,5.0
Elvis Rexhbeçaj,27.0,0.0,0.0,118.0,5.0,1.0,1.0,0.0
Elye Wahi,21.0,2.0,1.0,83.0,80.0,0.0,0.0,0.0
Emanuel Emegha,10.0,0.0,0.0,89.0,38.0,0.0,0.0,0.0
Emanuel Vignato,13.0,0.0,0.0,51.0,6.0,0.0,0.0,1.0
Emanuele Valeri,22.0,1.0,1.0,106.0,6.0,0.0,0.0,2.0
Emerson,33.0,2.0,0.0,171.0,6.0,1.0,1.0,5.0
Emerson Palmieri,21.0,1.0,0.0,102.0,4.0,2.0,1.0,0.0
Emil Bohinen,20.0,0.0,0.0,103.0,6.0,1.0,1.0,1.0
Emil Ceide,4.0,0.0,0.0,34.0,11.0,0.0,0.0,0.0
Emil Forsberg,17.0,4.0,0.0,230.0,29.0,0.0,0.0,1.0
Emil Krafth,23.0,2.0,0.0,161.0,1.0,2.0,0.0,7.0
Emile Smith Rowe,2.0,0.0,0.0,24.0,7.0,0.0,0.0,1.0
Emiliano Marcondes,24.0,0.0,0.0,183.0,3.0,0.0,0.0,1.0
Emir Karic,24.0,1.0,1.0,149.0,20.0,0.0,0.0,1.0
Emirhan İlkhan,5.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0
Emmanuel Agbadou,19.0,5.0,1.0,142.0,8.0,7.0,2.0,7.0
Emmanuel Ekong,2.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0
Emmanuel Gyasi,47.0,0.0,0.0,322.0,109.0,1.0,1.0,2.0
Emmanuel Sabbi,37.0,1.0,1.0,173.0,24.0,0.0,0.0,0.0
Emre Can,73.0,1.0,0.0,417.0,8.0,4.0,1.0,8.0
Enes Ünal,36.0,0.0,0.0,358.0,106.0,0.0,0.0,0.0
Enso Gonzalez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enzo Barrenechea,10.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0
Enzo Ebosse,8.0,1.0,1.0,38.0,1.0,1.0,0.0,0.0
Enzo Fernández,13.0,0.0,0.0,45.0,5.0,1.0,0.0,2.0
Enzo Le Fée,17.0,0.0,0.0,146.0,5.0,0.0,0.0,3.0
Enzo Loiodice,26.0,3.0,3.0,173.0,4.0,0.0,0.0,1.0
Enzo Millot,9.0,0.0,0.0,58.0,6.0,2.0,0.0,1.0
Enzo Tchato,3.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0
Eren Dinkçi,9.0,1.0,0.0,45.0,5.0,0.0,0.0,0.0
Erhan Mašović,31.0,0.0,0.0,68.0,0.0,1.0,3.0,3.0
Eric Bailly,33.0,2.0,1.0,130.0,0.0,3.0,3.0,8.0
Eric Dier,43.0,0.0,0.0,229.0,9.0,3.0,1.0,15.0
Eric García,14.0,1.0,0.0,90.0,5.0,4.0,0.0,6.0
Eric Martel,44.0,1.0,0.0,154.0,3.0,1.0,0.0,0.0
Eric Monjonell,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Botheim,8.0,0.0,0.0,79.0,12.0,0.0,0.0,0.0
Erling Haaland,18.0,0.0,0.0,144.0,52.0,0.0,0.0,0.0
Ermedin Demirović,47.0,3.0,1.0,301.0,95.0,0.0,0.0,0.0
Ernest Nuamah,11.0,1.0,1.0,104.0,41.0,1.0,0.0,0.0
Ethan Brierley,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ethan Pinnock,13.0,1.0,0.0,80.0,1.0,2.0,3.0,10.0
Etienne Camara,11.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0
Etienne Youte Kinkoue,2.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0
Evan Ferguson,3.0,0.0,0.0,33.0,10.0,0.0,0.0,0.0
Evann Guessand,7.0,0.0,0.0,84.0,13.0,0.0,0.0,0.0
Exequiel Palacios,13.0,0.0,0.0,58.0,1.0,1.0,0.0,4.0
Ezequiel Ávila,49.0,7.0,3.0,205.0,80.0,1.0,0.0,1.0
Ezri Konsa,39.0,2.0,1.0,121.0,3.0,4.0,2.0,12.0
Fabian Nürnberger,29.0,1.0,1.0,115.0,4.0,0.0,0.0,2.0
Fabian Rieder,16.0,0.0,0.0,120.0,3.0,0.0,0.0,0.0
Fabian Rüdlin,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Fabian Schnellhardt,44.0,2.0,0.0,100.0,0.0,1.0,0.0,1.0
Fabian Schär,73.0,3.0,0.0,237.0,16.0,1.0,1.0,9.0
Fabiano Parisi,22.0,1.0,0.0,94.0,0.0,5.0,0.0,0.0
Fabien Centonze,43.0,7.0,2.0,228.0,7.0,3.0,0.0,2.0
Fabio Carvalho,15.0,0.0,0.0,70.0,11.0,0.0,0.0,2.0
Fabio Chiarodia,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Fabio González,28.0,0.0,0.0,111.0,0.0,2.0,0.0,0.0
Fabio Miretti,5.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0
Fabio Torsiello,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Fabio Vieira,3.0,1.0,0.0,40.0,4.0,0.0,0.0,1.0
Fabián Ruiz Peña,18.0,1.0,1.0,146.0,11.0,2.0,0.0,9.0
Fabrizio Angileri,4.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0
