Name,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Off,Performance_PKcon,Performance_OG,Err
Romelu Lukaku,36.0,2.0,0.0,317.0,172.0,0.0,0.0,3.0
Rominigue Kouamé,33.0,2.0,1.0,222.0,4.0,2.0,0.0,5.0
Roméo Lavia,18.0,1.0,1.0,29.0,0.0,0.0,0.0,1.0
Ronald Araújo,20.0,2.0,0.0,80.0,4.0,2.0,1.0,5.0
Ronaël Pierre-Gabriel,29.0,2.0,1.0,123.0,7.0,1.0,0.0,1.0
Ronnie Stutter,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roshaun Mathurin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Barkley,27.0,0.0,0.0,216.0,15.0,0.0,0.0,5.0
Ruan,21.0,4.0,3.0,54.0,0.0,3.0,1.0,6.0
Ruben Aguilar,43.0,4.0,1.0,232.0,8.0,1.0,1.0,3.0
Ruben Loftus-Cheek,12.0,0.0,0.0,137.0,12.0,0.0,1.0,1.0
Ruben Vargas,33.0,2.0,1.0,151.0,49.0,1.0,0.0,1.0
Rubén Alcaraz,89.0,6.0,3.0,469.0,7.0,4.0,0.0,5.0
Rubén Duarte,80.0,5.0,4.0,351.0,9.0,9.0,0.0,1.0
Rubén García,38.0,0.0,0.0,407.0,44.0,1.0,0.0,1.0
Rubén Peña,30.0,1.0,0.0,235.0,17.0,0.0,1.0,5.0
Rubén Sobrino,40.0,1.0,0.0,276.0,38.0,0.0,0.0,1.0
Ruslan Malinovskyi,71.0,5.0,3.0,316.0,8.0,1.0,0.0,3.0
Ryan Gravenberch,17.0,0.0,0.0,141.0,1.0,0.0,0.0,1.0
Ryan Johansson,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0
Ryan John Giles,6.0,0.0,0.0,36.0,17.0,0.0,1.0,0.0
Ryan Trevitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Yates,35.0,4.0,1.0,358.0,24.0,3.0,1.0,2.0
Rémy Cabella,50.0,2.0,2.0,332.0,38.0,1.0,0.0,6.0
Rúben Dias,34.0,0.0,0.0,219.0,4.0,7.0,5.0,3.0
Rúben Vinagre,10.0,0.0,0.0,62.0,3.0,1.0,0.0,1.0
Răzvan Marin,53.0,2.0,1.0,248.0,9.0,1.0,0.0,3.0
Saba Sazonov,11.0,0.0,0.0,44.0,1.0,1.0,0.0,0.0
Sacha Boey,19.0,2.0,0.0,146.0,6.0,2.0,0.0,0.0
Sael Kumbedi,12.0,1.0,0.0,65.0,6.0,1.0,0.0,2.0
Saidou Sow,9.0,0.0,0.0,57.0,3.0,3.0,0.0,4.0
Salih Özcan,28.0,2.0,1.0,236.0,20.0,2.0,0.0,8.0
Salis Abdul Samed,21.0,4.0,2.0,154.0,0.0,3.0,1.0,0.0
Salvi,21.0,3.0,1.0,129.0,31.0,1.0,0.0,0.0
Sam Beukema,14.0,1.0,1.0,71.0,3.0,4.0,0.0,2.0
Saman Ghoddos,32.0,0.0,0.0,166.0,10.0,0.0,0.0,0.0
Samu Castillejo,36.0,1.0,0.0,271.0,39.0,1.0,0.0,0.0
Samu Costa,40.0,0.0,0.0,262.0,14.0,1.0,0.0,9.0
Samuel Bamba,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samuel Chukwueze,10.0,0.0,0.0,87.0,77.0,0.0,0.0,1.0
Samuel Gigot,64.0,8.0,2.0,248.0,15.0,2.0,1.0,3.0
Samuel Grandsir,14.0,6.0,1.0,155.0,33.0,0.0,0.0,3.0
Samuel Iling-Junior,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0
Samuel Lino,13.0,0.0,0.0,143.0,48.0,0.0,0.0,0.0
Samuel Moutoussamy,15.0,0.0,0.0,116.0,6.0,1.0,0.0,0.0
Samuel Umtiti,51.0,1.0,0.0,237.0,8.0,0.0,1.0,5.0
Samuele Birindelli,37.0,1.0,0.0,135.0,3.0,1.0,0.0,1.0
Samuele Di Benedetto,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Samuele Mulattieri,8.0,0.0,0.0,76.0,10.0,0.0,0.0,0.0
Samuele Ricci,26.0,2.0,1.0,125.0,5.0,0.0,0.0,1.0
Samy Chouchane,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sander Berge,31.0,1.0,1.0,229.0,10.0,0.0,1.0,6.0
Sandi Lovrić,31.0,4.0,2.0,260.0,2.0,0.0,0.0,0.0
Sandro Ramírez,31.0,0.0,0.0,141.0,94.0,0.0,0.0,1.0
Sandro Tonali,43.0,1.0,0.0,195.0,8.0,1.0,0.0,1.0
Santi Comesaña,51.0,6.0,3.0,323.0,15.0,0.0,0.0,4.0
Santiago Bueno,20.0,2.0,1.0,116.0,7.0,1.0,0.0,2.0
Santiago Castro,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0
Santiago Pierotti,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Sardar Azmoun,43.0,2.0,0.0,196.0,36.0,0.0,0.0,1.0
Sargis Adamyan,27.0,0.0,0.0,176.0,58.0,0.0,0.0,1.0
Sasa Kalajdzic,8.0,1.0,1.0,91.0,16.0,0.0,0.0,0.0
Saïd Benrahma,12.0,2.0,1.0,159.0,59.0,1.0,0.0,1.0
Saúl Coco,18.0,1.0,0.0,62.0,0.0,2.0,1.0,5.0
Saúl Ñíguez,81.0,3.0,1.0,545.0,38.0,3.0,1.0,3.0
Saša Lukić,52.0,1.0,0.0,323.0,4.0,2.0,0.0,1.0
Scott McKenna,27.0,1.0,0.0,117.0,3.0,1.0,0.0,4.0
Scott McTominay,33.0,0.0,0.0,215.0,9.0,3.0,0.0,4.0
Sean Longstaff,19.0,1.0,0.0,170.0,7.0,0.0,0.0,4.0
Sebastiaan Bornauw,32.0,2.0,0.0,144.0,7.0,3.0,2.0,2.0
Sebastian Polter,37.0,3.0,0.0,628.0,45.0,1.0,1.0,0.0
Sebastian Rode,47.0,1.0,0.0,284.0,1.0,1.0,0.0,0.0
Sebastian Walukiewicz,15.0,0.0,0.0,58.0,2.0,3.0,0.0,0.0
Sebastiano Luperto,26.0,4.0,2.0,103.0,2.0,3.0,0.0,2.0
Seedy Jarju,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selim Amallah,51.0,6.0,3.0,275.0,16.0,0.0,0.0,0.0
Senne Lynen,25.0,0.0,0.0,107.0,5.0,1.0,0.0,0.0
Sepp van den Berg,26.0,0.0,0.0,100.0,1.0,0.0,2.0,5.0
Serge Aurier,51.0,6.0,3.0,359.0,17.0,6.0,2.0,7.0
Serge Gnabry,5.0,0.0,0.0,159.0,81.0,3.0,0.0,4.0
Sergi Canós,31.0,2.0,1.0,256.0,16.0,0.0,1.0,0.0
Sergi Cardona,33.0,0.0,0.0,162.0,15.0,3.0,1.0,3.0
Sergi Darder,61.0,4.0,2.0,318.0,9.0,0.0,0.0,3.0
Sergi Guardiola,28.0,0.0,0.0,199.0,78.0,0.0,0.0,4.0
Sergi Roberto,43.0,2.0,0.0,136.0,10.0,1.0,0.0,2.0
Sergio Akieme,20.0,3.0,1.0,96.0,8.0,2.0,0.0,1.0
Sergio Arribas,3.0,0.0,0.0,15.0,3.0,0.0,0.0,1.0
Sergio Camello,10.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0
Sergio Gómez,6.0,0.0,0.0,36.0,8.0,0.0,0.0,2.0
Sergio Ramos,188.0,23.0,6.0,1020.0,42.0,8.0,3.0,10.0
Sergio Reguilón,30.0,2.0,1.0,146.0,11.0,2.0,1.0,4.0
Sergio Ruiz,20.0,1.0,1.0,161.0,6.0,3.0,0.0,4.0
Serhou Guirassy,21.0,2.0,1.0,233.0,72.0,1.0,0.0,0.0
Shamar Nicholson,10.0,0.0,0.0,102.0,65.0,0.0,0.0,0.0
Shandon Baptiste,15.0,3.0,3.0,55.0,5.0,0.0,1.0,0.0
Sheraldo Becker,26.0,0.0,0.0,210.0,68.0,0.0,0.0,1.0
Shon Weissman,12.0,1.0,0.0,94.0,78.0,0.0,0.0,0.0
Siebe Van Der Heyden,49.0,3.0,0.0,87.0,1.0,2.0,0.0,0.0
Silas Katompa,15.0,1.0,1.0,178.0,59.0,0.0,0.0,2.0
Silvan Hefti,24.0,1.0,0.0,108.0,0.0,1.0,0.0,1.0
Silvan Widmer,34.0,0.0,0.0,213.0,13.0,1.0,0.0,2.0
Simeon Nwankwo,16.0,1.0,0.0,285.0,92.0,0.0,1.0,0.0
Simon Adingra,10.0,1.0,0.0,83.0,47.0,1.0,0.0,0.0
Simon Elisor,11.0,0.0,0.0,99.0,44.0,0.0,0.0,0.0
Simon Kjær,76.0,3.0,0.0,368.0,3.0,2.0,1.0,4.0
Simon Walde,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Zoller,35.0,1.0,0.0,221.0,48.0,2.0,0.0,0.0
Simone Pafundi,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
Simone Romagnoli,60.0,6.0,1.0,188.0,1.0,4.0,1.0,4.0
Simone Verdi,37.0,0.0,0.0,198.0,25.0,0.0,0.0,2.0
Sinaly Diomande,9.0,1.0,0.0,56.0,1.0,2.0,1.0,3.0
Siriné Doucouré,3.0,0.0,0.0,57.0,9.0,0.0,0.0,0.0
Skelly Alvero,6.0,1.0,0.0,56.0,0.0,2.0,1.0,0.0
Sofiane Alakouch,22.0,1.0,0.0,132.0,3.0,2.0,1.0,4.0
Sofiane Diop,14.0,0.0,0.0,107.0,21.0,1.0,0.0,0.0
Sofyan Amrabat,54.0,2.0,0.0,362.0,0.0,2.0,1.0,8.0
Solly March,16.0,0.0,0.0,237.0,48.0,1.0,0.0,2.0
Son Heung-min,19.0,3.0,0.0,225.0,157.0,1.0,1.0,2.0
Sory Kaba,23.0,1.0,0.0,187.0,97.0,0.0,0.0,0.0
Soufiane Bidaoui,18.0,3.0,0.0,98.0,38.0,0.0,0.0,0.0
Souleymane Touré,16.0,1.0,1.0,37.0,1.0,1.0,0.0,1.0
Soungoutou Magassa,7.0,0.0,0.0,33.0,1.0,1.0,0.0,2.0
Srđan Babić,43.0,1.0,1.0,125.0,3.0,0.0,1.0,2.0
Stanis Idumbo,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
Stanislav Lobotka,26.0,0.0,0.0,252.0,2.0,1.0,0.0,3.0
Stanley N'Soki,21.0,4.0,3.0,81.0,1.0,4.0,0.0,3.0
Stefan Bajcetic,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Stefan Bell,69.0,2.0,1.0,370.0,19.0,2.0,2.0,4.0
Stefan Lainer,40.0,0.0,0.0,207.0,11.0,3.0,0.0,2.0
Stefan Lekovic,7.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0
Stefan Mitrović,71.0,10.0,1.0,195.0,1.0,3.0,1.0,13.0
Stefan Posch,49.0,2.0,2.0,228.0,4.0,2.0,0.0,4.0
Stefan Savić,79.0,6.0,3.0,278.0,12.0,2.0,3.0,6.0
Stefan de Vrij,42.0,2.0,0.0,283.0,1.0,5.0,2.0,3.0
Stefano Sabelli,87.0,3.0,1.0,217.0,12.0,3.0,1.0,0.0
Stefano Sensi,36.0,1.0,0.0,127.0,5.0,0.0,0.0,1.0
Steffen Tigges,6.0,0.0,0.0,36.0,15.0,0.0,0.0,0.0
Stephan El Shaarawy,20.0,0.0,0.0,136.0,61.0,0.0,0.0,2.0
Steve Mounié,23.0,4.0,1.0,347.0,130.0,0.0,0.0,0.0
Steven Alzate,17.0,1.0,0.0,85.0,5.0,0.0,0.0,0.0
Stijn Spierings,55.0,2.0,0.0,282.0,3.0,1.0,0.0,0.0
Suat Serdar,37.0,2.0,1.0,264.0,6.0,0.0,1.0,3.0
Suso,39.0,5.0,1.0,237.0,40.0,0.0,0.0,1.0
Sven Botman,16.0,1.0,1.0,70.0,8.0,6.0,2.0,9.0
Sven Michel,52.0,5.0,1.0,193.0,100.0,0.0,0.0,0.0
Sydney van Hooijdonk,6.0,0.0,0.0,99.0,44.0,0.0,0.0,0.0
Szymon Żurkowski,29.0,1.0,1.0,145.0,4.0,1.0,0.0,1.0
Sávio,7.0,0.0,0.0,33.0,17.0,0.0,0.0,1.0
Séamus Coleman,38.0,2.0,1.0,229.0,12.0,1.0,3.0,10.0
Sébastien Haller,22.0,1.0,0.0,342.0,99.0,1.0,0.0,0.0
Tadeo Allende,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Tahith Chong,17.0,0.0,0.0,83.0,20.0,1.0,0.0,1.0
Taichi Fukui,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Taiwo Awoniyi,14.0,1.0,0.0,162.0,112.0,1.0,1.0,0.0
Tajon Buchanan,7.0,0.0,0.0,38.0,12.0,0.0,0.0,2.0
Takefusa Kubo,17.0,1.0,1.0,131.0,42.0,0.0,0.0,1.0
Takehiro Tomiyasu,22.0,1.0,1.0,129.0,4.0,0.0,2.0,4.0
Takuma Asano,7.0,0.0,0.0,89.0,66.0,0.0,0.0,0.0
Takumi Minamino,15.0,0.0,0.0,193.0,43.0,0.0,0.0,0.0
Tammy Abraham,20.0,0.0,0.0,170.0,64.0,0.0,1.0,0.0
Tanguy Coulibaly,15.0,0.0,0.0,79.0,19.0,1.0,0.0,0.0
Tanguy Nianzou,10.0,2.0,0.0,32.0,0.0,0.0,1.0,1.0
Tariq Lamptey,23.0,2.0,2.0,78.0,7.0,2.0,0.0,1.0
Tayo Adaramola,6.0,1.0,1.0,10.0,1.0,1.0,0.0,1.0
Teddy Teuma,33.0,0.0,0.0,137.0,12.0,1.0,0.0,0.0
Teden Mengi,8.0,0.0,0.0,49.0,1.0,1.0,0.0,1.0
Terem Moffi,10.0,0.0,0.0,119.0,53.0,0.0,0.0,0.0
Teun Koopmeiners,31.0,1.0,0.0,268.0,21.0,1.0,2.0,6.0
Theo Corbeanu,10.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0
Theo Hernández,62.0,5.0,1.0,207.0,31.0,2.0,2.0,15.0
Therence Koudou,6.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0
Thiago Alcántara,39.0,1.0,0.0,338.0,3.0,3.0,0.0,7.0
Thiago Silva,37.0,2.0,1.0,261.0,5.0,3.0,1.0,9.0
Thibault De Smet,25.0,5.0,1.0,127.0,12.0,5.0,0.0,3.0
Thierry Correia,22.0,2.0,1.0,154.0,5.0,1.0,0.0,3.0
Thilo Kehrer,24.0,2.0,1.0,184.0,5.0,6.0,1.0,7.0
Thomas Cannon,9.0,0.0,0.0,26.0,21.0,0.0,0.0,1.0
Thomas Delaine,29.0,0.0,0.0,183.0,9.0,5.0,1.0,2.0
Thomas Foket,51.0,1.0,1.0,270.0,20.0,3.0,1.0,7.0
Thomas Henry,33.0,6.0,4.0,151.0,38.0,0.0,2.0,0.0
Thomas Isherwood,21.0,0.0,0.0,73.0,4.0,0.0,2.0,0.0
Thomas Kastanaras,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Keller,13.0,2.0,0.0,29.0,3.0,0.0,0.0,0.0
Thomas Kristensen,10.0,1.0,1.0,58.0,1.0,0.0,0.0,0.0
Thomas Meunier,42.0,0.0,0.0,233.0,12.0,1.0,1.0,6.0
Thomas Müller,23.0,0.0,0.0,372.0,99.0,1.0,1.0,2.0
Thomas Partey,83.0,3.0,1.0,307.0,1.0,1.0,0.0,13.0
Thorgan Hazard,31.0,0.0,0.0,252.0,92.0,2.0,0.0,1.0
Théo Le Bris,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Théo Sainte-Luce,7.0,1.0,1.0,45.0,1.0,0.0,0.0,0.0
Tiago Djaló,16.0,1.0,1.0,66.0,3.0,2.0,3.0,1.0
Tiago Fonseca Morais,6.0,3.0,2.0,38.0,3.0,0.0,0.0,1.0
Tiago Tomás,17.0,0.0,0.0,68.0,25.0,0.0,0.0,0.0
Tiago santos,11.0,0.0,0.0,77.0,3.0,1.0,0.0,0.0
Tiemoué Bakayoko,41.0,7.0,3.0,344.0,5.0,2.0,0.0,12.0
Tijjani Noslin,7.0,1.0,0.0,81.0,14.0,0.0,0.0,0.0
Tijjani Reijnders,24.0,0.0,0.0,98.0,2.0,0.0,0.0,3.0
Tim Breithaupt,15.0,0.0,0.0,82.0,1.0,1.0,2.0,1.0
Tim Drexler,7.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0
Tim Iroegbunam,21.0,1.0,0.0,57.0,0.0,2.0,0.0,1.0
Tim Kleindienst,55.0,1.0,0.0,445.0,76.0,0.0,0.0,0.0
Tim Köhler,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Müller,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Oermann,5.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0
Tim Ream,24.0,1.0,1.0,180.0,4.0,5.0,2.0,16.0
Tim Schleinitz,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Siersleben,18.0,1.0,1.0,51.0,0.0,2.0,0.0,4.0
Tim Skarke,26.0,0.0,0.0,158.0,37.0,0.0,0.0,1.0
Timo Hübers,30.0,0.0,0.0,151.0,5.0,1.0,2.0,2.0
Timo Werner,18.0,0.0,0.0,202.0,242.0,0.0,0.0,0.0
Timothy Castagne,27.0,2.0,0.0,154.0,13.0,2.0,0.0,2.0
Timothy Chandler,47.0,3.0,0.0,294.0,21.0,1.0,0.0,1.0
Timothy Fosu-Mensah,11.0,0.0,0.0,45.0,3.0,2.0,1.0,2.0
Timothy Weah,15.0,1.0,0.0,63.0,18.0,0.0,0.0,0.0
Tino Kadewere,16.0,2.0,0.0,176.0,42.0,0.0,0.0,1.0
Tobias Kempe,50.0,0.0,0.0,375.0,27.0,1.0,1.0,2.0
Toby Collyer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Bischof,7.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0
Tom Cairney,37.0,2.0,0.0,223.0,4.0,0.0,1.0,3.0
Tom Davies,35.0,0.0,0.0,162.0,10.0,2.0,0.0,5.0
Tom Krauß,38.0,0.0,0.0,156.0,2.0,1.0,0.0,0.0
Tom Lockyer,61.0,2.0,1.0,234.0,7.0,2.0,4.0,3.0
Toma Bašić,33.0,0.0,0.0,110.0,4.0,0.0,0.0,3.0
Tommaso Augello,14.0,1.0,0.0,75.0,7.0,1.0,0.0,4.0
Tommaso Baldanzi,5.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0
Tommaso Pobega,29.0,0.0,0.0,200.0,4.0,2.0,0.0,0.0
Tommi O'Reilly,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Doyle,15.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
Tomáš Souček,42.0,1.0,0.0,260.0,18.0,2.0,3.0,4.0
Tomáš Suslov,24.0,0.0,0.0,128.0,3.0,0.0,0.0,1.0
Tomáš Čvančara,21.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0
Toni Kroos,61.0,1.0,1.0,422.0,9.0,1.0,0.0,7.0
Toni Lato,22.0,0.0,0.0,75.0,8.0,3.0,1.0,1.0
Toni Villa,20.0,0.0,0.0,127.0,25.0,0.0,0.0,0.0
Tony Jantschke,34.0,0.0,0.0,213.0,0.0,0.0,0.0,1.0
Tosin Adarabioyo,17.0,1.0,0.0,73.0,5.0,4.0,2.0,5.0
Tosin Aiyegun,14.0,2.0,1.0,102.0,31.0,0.0,0.0,0.0
Toti Gomes,20.0,0.0,0.0,76.0,6.0,0.0,0.0,2.0
Trent Alexander-Arnold,29.0,0.0,0.0,113.0,33.0,1.0,0.0,14.0
Trevoh Chalobah,29.0,2.0,0.0,98.0,0.0,1.0,1.0,3.0
Triantafyllos Pasaridīs,52.0,6.0,2.0,54.0,0.0,0.0,2.0,0.0
Trivante Stewart,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tuta,24.0,3.0,2.0,100.0,2.0,0.0,0.0,3.0
Ty Barnett,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Adams,14.0,1.0,1.0,107.0,3.0,0.0,0.0,2.0
Tyler Onyango,15.0,1.0,1.0,34.0,2.0,0.0,0.0,0.0
Tyrese Hall,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,14.0,1.0,0.0,79.0,5.0,2.0,0.0,2.0
Tyrone Mings,46.0,2.0,2.0,156.0,9.0,4.0,4.0,14.0
Tyronne Ebuehi,8.0,3.0,1.0,120.0,7.0,0.0,1.0,4.0
Téji Savanier,97.0,11.0,1.0,436.0,6.0,2.0,0.0,7.0
Ulisses Garcia,29.0,3.0,2.0,165.0,5.0,0.0,0.0,2.0
Umar Sadiq,35.0,3.0,3.0,253.0,200.0,0.0,1.0,1.0
Umut Tohumcu,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Unai García,41.0,2.0,1.0,163.0,2.0,3.0,5.0,2.0
Unai López,55.0,0.0,0.0,297.0,17.0,0.0,1.0,7.0
Unai Núñez,42.0,0.0,0.0,169.0,2.0,4.0,2.0,10.0
Urko González,7.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0
Uroš Kabić,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uroš Račić,29.0,1.0,1.0,116.0,2.0,1.0,0.0,2.0
Valentin Carboni,2.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0
Valentin Gendrey,12.0,0.0,0.0,70.0,4.0,2.0,0.0,1.0
Valentin Rongier,31.0,0.0,0.0,323.0,7.0,1.0,0.0,5.0
Valentin Rosier,37.0,4.0,3.0,254.0,13.0,0.0,2.0,1.0
Valentino Lazaro,37.0,1.0,0.0,126.0,27.0,2.0,0.0,2.0
Valentino Livramento,7.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0
Valentín Barco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentín Castellanos,14.0,0.0,0.0,83.0,55.0,0.0,0.0,0.0
Vanderson,14.0,2.0,2.0,104.0,7.0,0.0,0.0,2.0
Vedat Muriqi,30.0,3.0,1.0,337.0,160.0,0.0,0.0,0.0
Victor Bernth Kristiansen,16.0,0.0,0.0,82.0,3.0,1.0,0.0,2.0
Victor Boniface,13.0,1.0,1.0,70.0,41.0,0.0,0.0,0.0
Victor Lindelöf,22.0,0.0,0.0,163.0,6.0,1.0,2.0,7.0
Viktor Kovalenko,18.0,0.0,0.0,31.0,3.0,1.0,0.0,0.0
Viktor Tsyhankov,12.0,0.0,0.0,25.0,6.0,1.0,0.0,0.0
Vincent Le Goff,32.0,0.0,0.0,238.0,24.0,2.0,0.0,2.0
Vincent Sierro,42.0,1.0,1.0,161.0,4.0,0.0,1.0,1.0
Vincenzo Grifo,18.0,2.0,0.0,123.0,43.0,1.0,0.0,2.0
Vinicius Júnior,31.0,1.0,0.0,169.0,84.0,1.0,0.0,2.0
Vinicius Souza,32.0,3.0,2.0,173.0,3.0,3.0,0.0,3.0
Virgil van Dijk,36.0,5.0,1.0,245.0,7.0,4.0,0.0,10.0
Vitaliy Mykolenko,19.0,0.0,0.0,66.0,1.0,0.0,0.0,0.0
Vitaly Janelt,33.0,0.0,0.0,136.0,13.0,2.0,1.0,5.0
Vitinha,7.0,0.0,0.0,96.0,4.0,0.0,0.0,4.0
Vitinho,9.0,0.0,0.0,69.0,18.0,3.0,1.0,5.0
Vitor Roque,4.0,1.0,1.0,15.0,2.0,0.0,0.0,0.0
Vladimír Coufal,38.0,4.0,3.0,194.0,4.0,2.0,1.0,2.0
Václav Černý,14.0,1.0,0.0,64.0,25.0,0.0,0.0,0.0
Víctor Chust,8.0,2.0,0.0,43.0,1.0,3.0,0.0,1.0
Víctor Díaz,69.0,2.0,0.0,224.0,8.0,3.0,0.0,4.0
Wahbi Khazri,93.0,6.0,0.0,370.0,101.0,0.0,0.0,0.0
Walace,35.0,1.0,0.0,252.0,5.0,2.0,0.0,5.0
Waldemar Anton,47.0,2.0,1.0,267.0,3.0,5.0,5.0,12.0
Walid Cheddira,4.0,1.0,1.0,70.0,27.0,0.0,0.0,0.0
Waren Kamanzi,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
Warmed Omari,13.0,2.0,0.0,28.0,3.0,0.0,2.0,3.0
Warren Bondo,12.0,1.0,0.0,68.0,0.0,1.0,0.0,0.0
Warren Zaire-Emery,5.0,0.0,0.0,34.0,3.0,2.0,0.0,2.0
Wataru Endo,29.0,0.0,0.0,228.0,4.0,0.0,0.0,4.0
Wesley Saïd,19.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0
Weston McKennie,39.0,0.0,0.0,227.0,17.0,1.0,0.0,2.0
Wilfried Singo,25.0,3.0,1.0,149.0,14.0,0.0,1.0,3.0
Will Hughes,66.0,0.0,0.0,479.0,3.0,4.0,0.0,0.0
Willi Orban,48.0,6.0,1.0,271.0,18.0,2.0,1.0,6.0
William Osula,5.0,1.0,0.0,22.0,11.0,0.0,0.0,0.0
William Saliba,17.0,0.0,0.0,89.0,1.0,6.0,1.0,13.0
Willian,38.0,1.0,0.0,155.0,31.0,0.0,0.0,3.0
Willian José,35.0,5.0,0.0,210.0,112.0,1.0,0.0,0.0
Williot Swedberg,7.0,0.0,0.0,40.0,6.0,0.0,0.0,0.0
Willy Boly,36.0,7.0,1.0,187.0,9.0,2.0,0.0,10.0
Willy Kambwala,7.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0
Wilson Manafá,18.0,2.0,1.0,106.0,7.0,0.0,1.0,3.0
Wilson Odobert,3.0,0.0,0.0,18.0,3.0,0.0,0.0,2.0
Wissam Ben Yedder,25.0,1.0,1.0,222.0,185.0,0.0,0.0,0.0
Wout Weghorst,53.0,2.0,1.0,397.0,137.0,1.0,0.0,1.0
Xaver Schlager,27.0,0.0,0.0,231.0,8.0,2.0,0.0,0.0
Xavi Simons,15.0,1.0,1.0,73.0,5.0,0.0,0.0,0.0
Xeber,7.0,2.0,0.0,82.0,15.0,0.0,0.0,0.0
Yacine Adli,19.0,0.0,0.0,107.0,6.0,1.0,0.0,5.0
Yago Santiago,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Couto,19.0,0.0,0.0,86.0,13.0,1.0,0.0,2.0
Yangel Herrera,46.0,1.0,1.0,344.0,14.0,2.0,0.0,3.0
Yanis Begraoui,2.0,0.0,0.0,37.0,29.0,0.0,0.0,0.0
Yann Aurel Bisseck,14.0,0.0,0.0,59.0,2.0,1.0,1.0,0.0
Yann Gboho,2.0,0.0,0.0,58.0,11.0,0.0,0.0,1.0
Yann Karamoh,12.0,1.0,0.0,93.0,54.0,0.0,0.0,2.0
Yannick Carrasco,38.0,0.0,0.0,244.0,44.0,1.0,0.0,3.0
Yannick Eduardo,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yannick Gerhardt,28.0,0.0,0.0,223.0,27.0,1.0,0.0,1.0
Yannik Keitel,11.0,0.0,0.0,63.0,0.0,2.0,1.0,3.0
Yasser Larouci,5.0,0.0,0.0,24.0,5.0,1.0,1.0,1.0
Yassine Kechta,7.0,0.0,0.0,32.0,1.0,0.0,0.0,1.0
Yayah Kallon,9.0,1.0,1.0,23.0,5.0,0.0,0.0,0.0
Yeferson Paz,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeray Álvarez,50.0,2.0,0.0,226.0,5.0,3.0,0.0,5.0
Yeremi Pino,20.0,0.0,0.0,141.0,34.0,1.0,0.0,1.0
Yerry Mina,20.0,0.0,0.0,92.0,5.0,1.0,1.0,7.0
